CWC ID Number,Other ID Number,Collection Date,Site,Latitude,Longitude ,Habitat/Location (measurements in meters indicate distance from marsh edge),Gear,Node Group,Node Code,Common Name,Scientific Name,n,Total Length (mm),Fork Length (mm),Carapace width (mm),Weight (grams),Sex,Tissue Collected,Collection Notes
CWC0617,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,42,na,na,na,M,whole body,frozen in May and dissected in December 2015
CWC0618,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,47,na,na,na,F,whole body,frozen in May and dissected in December 2015
CWC0619,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,42,na,na,na,M,whole body,frozen in May and dissected in December 2015
CWC0620,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, carnivorous",Marsh carn. fish,Bayou killifish,Fundulus pulvereus,1,45,na,na,na,F,whole body,frozen in May and dissected in December 2015
CWC0621,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, invertivorous",Invert. fish,Cling fish,Gobiesox strumosus,1,36,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0622,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,na,83,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0623,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,na,94,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0624,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,75 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0625,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,na,80,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0626,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,na,77,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0627,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,na,77,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0628,na,May 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Fish, benthivorous",Benth. fish,Black cheek tongefish,Symphurus plagiusa,1,74,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0629,na,May 2015,PS5,29.449130°,-89.749237°,edge,Seine,"Fish, benthivorous",Benth. fish,Black cheek tongefish,Symphurus plagiusa,1,65,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0630,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,48,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0631,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,40,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0632,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,50,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0633,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,52,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0634,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,42 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0635,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,63,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0636,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,47,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0637,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,41 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0638,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,55,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0639,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,46,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0640,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,56,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0641,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, detritivorous",Marsh detr. fish,Striped mullet,Mugil cephalus,1,52,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0642,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,165,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0643,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,154,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0644,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, benthivorous",Benth. fish,Gizzard shad,Dorosoma cepedianum,1,144,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0645,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,75,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0646,na,May 2015,PS5,29.449130°,-89.749237°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,69,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0647,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,43,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0648,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,37,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0649,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,35 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0650,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, herbivorous",Marsh herb. fish,Sheepshead minnow,Cyprinodon variegatus,1,26 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0651,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,43,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0652,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,35,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0653,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,30,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0654,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,31,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0655,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,28,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0656,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,32,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0657,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,27,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0658,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, pelagic, omnivorous",Pelg. omn. fish,Gulf menhaden,Brevoortia patronus,1,34,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0659,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,58,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0660,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,49,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0661,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,48,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0662,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,49 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0663,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,48,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0664,na,May 2015,PS7,29.474614°,-89.855600°,edge,na,"Fish, zooplanktivorous",Zoop. fish,Bay anchovy,Anchoa mitchilli,1,45,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0665,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,79 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0666,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,65,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0667,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,45 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0668,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,55,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0669,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,60 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0670,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, carnivorous",Carn. fish,Sand seatrout/White trout,Cynoscion arenarius,1,46 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0671,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,34 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0672,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, invertivorous",Invert. fish,Pinfish,Lagodon rhomboides,1,50 (standard length),na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0673,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,79,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0674,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,62,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0675,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,76,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0676,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,59,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0677,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,70,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0678,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, marsh, zooplanktivorous",Marsh zoop. fish,Silverside,Menidia sp.,1,93,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0679,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,63,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0680,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,68,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0681,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,78,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0682,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,61,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0683,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,60,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0684,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, benthivorous",Benth. fish,Spot,Leiostomus xanthurus,1,64,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0685,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,73,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0686,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,71,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0687,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,79,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0688,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,69,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0689,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,81,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0690,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Fish, piscivorous",Pisc. fish,Ladyfish,Elops saurus,1,82,na,na,na,na,whole body,frozen in May and dissected in December 2015
CWC0700,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0701,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0702,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0703,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0704,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0705,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0706,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0707,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0708,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0709,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0710,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0711,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Crematogaster pilosa,na,na,na,na,na,na,whole body,
CWC0712,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0713,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0714,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0715,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0716,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0717,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0718,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0719,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0720,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0721,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0722,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0723,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Family Miridae,na,na,na,na,na,na,whole body,
CWC0724,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0725,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0726,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0727,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0728,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0729,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0730,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0731,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0732,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0733,na,May 2015,PS7,29.474614°,-89.855600°,na,na,"Insects, herbivorous",Herb. insects,na,Prokelisia sp.,na,na,na,na,na,na,whole body,
CWC0734,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0735,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0736,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0737,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0738,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0739,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0740,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0741,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0742,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0743,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0744,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0745,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Orthoptera,na,na,na,na,na,na,whole body,
CWC0746,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0747,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0748,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0749,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0750,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0751,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0752,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0753,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0754,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0755,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Blissidae,na,na,na,na,na,na,whole body,
CWC0756,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0757,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0758,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0759,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0760,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0761,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0762,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0763,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0764,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0765,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0766,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0767,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Family Ulidiidae,na,na,na,na,na,na,whole body,
CWC0768,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0769,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0770,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0771,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0772,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0773,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0774,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0775,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0776,na,May 2015,PS5, 29.449130°,-89.749237°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
CWC0777,na,May 2015,PS7,29.474614°,-89.855600°,na,na,UNKNOWN,UNK,na,Order Araneae,na,na,na,na,na,na,whole body,
